# of predictors,i,predictors,fold,cohen_kappa_score
9,98,0|2|3|4|5|7|8|9|10,2,0.19753086419753074
9,98,0|2|3|4|5|7|8|9|10,3,-0.11428571428571432
9,98,0|2|3|4|5|7|8|9|10,4,0.6012269938650306
9,99,0|1|2|3|5|6|8|9|10,0,0.49350649350649356
9,99,0|1|2|3|5|6|8|9|10,1,-0.19631901840490773
9,99,0|1|2|3|5|6|8|9|10,2,0.39534883720930225
9,99,0|1|2|3|5|6|8|9|10,3,0.49350649350649356
9,99,0|1|2|3|5|6|8|9|10,4,0.35403726708074534
9,100,0|1|2|3|4|6|7|8|9,0,0.4347826086956521
9,100,0|1|2|3|4|6|7|8|9,1,0.18285714285714272
9,100,0|1|2|3|4|6|7|8|9,2,0.38926174496644295
9,100,0|1|2|3|4|6|7|8|9,3,-0.014184397163120588
9,100,0|1|2|3|4|6|7|8|9,4,0.38926174496644295
9,101,0|1|2|3|4|6|8|9|10,0,0.28220858895705536
9,101,0|1|2|3|4|6|8|9|10,1,0.21212121212121204
9,101,0|1|2|3|4|6|8|9|10,2,0.2909090909090909
9,101,0|1|2|3|4|6|8|9|10,3,0.22388059701492546
9,101,0|1|2|3|4|6|8|9|10,4,0.6770186335403727
9,102,0|1|2|3|4|5|7|9|10,0,0.6107784431137725
9,102,0|1|2|3|4|5|7|9|10,1,0.2696629213483147
9,102,0|1|2|3|4|5|7|9|10,2,0.7664670658682635
9,102,0|1|2|3|4|5|7|9|10,3,-0.16417910447761197
9,102,0|1|2|3|4|5|7|9|10,4,0.46153846153846156
9,103,0|1|2|5|6|7|8|9|10,0,0.1925465838509317
9,103,0|1|2|5|6|7|8|9|10,1,0.15384615384615385
9,103,0|1|2|5|6|7|8|9|10,2,0.1333333333333333
9,103,0|1|2|5|6|7|8|9|10,3,0.1925465838509317
9,103,0|1|2|5|6|7|8|9|10,4,0.14049586776859513
9,104,0|2|4|5|6|7|8|9|10,0,0.3973509933774835
9,104,0|2|4|5|6|7|8|9|10,1,0.3246753246753247
9,104,0|2|4|5|6|7|8|9|10,2,0.1925465838509317
9,104,0|2|4|5|6|7|8|9|10,3,0.12269938650306744
9,104,0|2|4|5|6|7|8|9|10,4,0.7194244604316546
9,105,0|2|3|4|5|6|7|8|10,0,0.10344827586206895
9,105,0|2|3|4|5|6|7|8|10,1,0.515527950310559
9,105,0|2|3|4|5|6|7|8|10,2,0.5411764705882353
9,105,0|2|3|4|5|6|7|8|10,3,0.03105590062111807
9,105,0|2|3|4|5|6|7|8|10,4,0.6153846153846154
9,106,0|1|2|3|4|6|7|9|10,0,0.5617977528089888
9,106,0|1|2|3|4|6|7|9|10,1,0.4678362573099415
9,106,0|1|2|3|4|6|7|9|10,2,0.6687898089171975
9,106,0|1|2|3|4|6|7|9|10,3,0.20869565217391306
9,106,0|1|2|3|4|6|7|9|10,4,0.5357142857142857
9,107,0|1|2|3|4|5|6|8|10,0,0.12269938650306744
9,107,0|1|2|3|4|5|6|8|10,1,0.5465116279069767
9,107,0|1|2|3|4|5|6|8|10,2,0.45508982035928147
9,107,0|1|2|3|4|5|6|8|10,3,0.15217391304347827
9,107,0|1|2|3|4|5|6|8|10,4,0.46153846153846156
9,108,0|1|3|5|6|7|8|9|10,0,0.006369426751592355
9,108,0|1|3|5|6|7|8|9|10,1,-0.019607843137254832
9,108,0|1|3|5|6|7|8|9|10,2,0.2909090909090909
9,108,0|1|3|5|6|7|8|9|10,3,0.05454545454545445
9,108,0|1|3|5|6|7|8|9|10,4,0.35460992907801425
9,109,0|1|2|3|4|5|6|8|9,0,0.3076923076923077
9,109,0|1|2|3|4|5|6|8|9,1,0.3076923076923077
9,109,0|1|2|3|4|5|6|8|9,2,0.09722222222222221
9,109,0|1|2|3|4|5|6|8|9,3,0.26415094339622636
9,109,0|1|2|3|4|5|6|8|9,4,0.2827586206896552
9,110,0|1|2|3|4|6|7|8|9,0,0.4347826086956521
9,110,0|1|2|3|4|6|7|8|9,1,0.18285714285714272
9,110,0|1|2|3|4|6|7|8|9,2,0.38926174496644295
9,110,0|1|2|3|4|6|7|8|9,3,-0.014184397163120588
9,110,0|1|2|3|4|6|7|8|9,4,0.38926174496644295
9,111,0|1|2|3|6|7|8|9|10,0,0.2251655629139072
9,111,0|1|2|3|6|7|8|9|10,1,0.09625668449197855
9,111,0|1|2|3|6|7|8|9|10,2,0.39534883720930225
9,111,0|1|2|3|6|7|8|9|10,3,0.3076923076923077
9,111,0|1|2|3|6|7|8|9|10,4,0.3500000000000001
9,112,0|1|3|4|5|6|8|9|10,0,0.1719745222929936
9,112,0|1|3|4|5|6|8|9|10,1,0.2827586206896552
9,112,0|1|3|4|5|6|8|9|10,2,0.3846153846153846
9,112,0|1|3|4|5|6|8|9|10,3,0.36969696969696964
9,112,0|1|3|4|5|6|8|9|10,4,0.6848484848484848
9,113,1|2|4|5|6|7|8|9|10,0,0.7833333333333333
9,113,1|2|4|5|6|7|8|9|10,1,0.5094339622641508
9,113,1|2|4|5|6|7|8|9|10,2,0.2571428571428571
9,113,1|2|4|5|6|7|8|9|10,3,0.6119402985074627
9,113,1|2|4|5|6|7|8|9|10,4,0.7796610169491526
9,114,0|1|3|4|5|7|8|9|10,0,0.4901960784313726
9,114,0|1|3|4|5|7|8|9|10,1,0.05109489051094884
9,114,0|1|3|4|5|7|8|9|10,2,0.4276729559748428
9,114,0|1|3|4|5|7|8|9|10,3,-0.036809815950920255
9,114,0|1|3|4|5|7|8|9|10,4,0.563758389261745
9,115,0|1|2|3|4|5|6|9|10,0,0.5384615384615384
9,115,0|1|2|3|4|5|6|9|10,1,0.47398843930635837
9,115,0|1|2|3|4|5|6|9|10,2,0.515527950310559
9,115,0|1|2|3|4|5|6|9|10,3,0.22516556291390732
9,115,0|1|2|3|4|5|6|9|10,4,0.5384615384615384
9,116,0|1|2|4|6|7|8|9|10,0,0.1558441558441559
9,116,0|1|2|4|6|7|8|9|10,1,0.45508982035928147
9,116,0|1|2|4|6|7|8|9|10,2,0.21212121212121204
9,116,0|1|2|4|6|7|8|9|10,3,0.3988439306358381
9,116,0|1|2|4|6|7|8|9|10,4,0.6770186335403727
9,117,0|1|3|4|5|6|8|9|10,0,0.1719745222929936
9,117,0|1|3|4|5|6|8|9|10,1,0.2827586206896552
9,117,0|1|3|4|5|6|8|9|10,2,0.3846153846153846
9,117,0|1|3|4|5|6|8|9|10,3,0.36969696969696964
9,117,0|1|3|4|5|6|8|9|10,4,0.6848484848484848
9,118,0|2|3|4|5|6|7|8|9,0,0.16374269005847952
9,118,0|2|3|4|5|6|7|8|9,1,0.29940119760479045
9,118,0|2|3|4|5|6|7|8|9,2,0.6153846153846154
9,118,0|2|3|4|5|6|7|8|9,3,0.12751677852348986
9,118,0|2|3|4|5|6|7|8|9,4,0.46153846153846156
9,119,0|2|3|4|5|6|7|8|9,0,0.16374269005847952
9,119,0|2|3|4|5|6|7|8|9,1,0.29940119760479045
9,119,0|2|3|4|5|6|7|8|9,2,0.6153846153846154
9,119,0|2|3|4|5|6|7|8|9,3,0.12751677852348986
9,119,0|2|3|4|5|6|7|8|9,4,0.46153846153846156
9,120,1|2|4|5|6|7|8|9|10,0,0.7833333333333333
9,120,1|2|4|5|6|7|8|9|10,1,0.5094339622641508
9,120,1|2|4|5|6|7|8|9|10,2,0.2571428571428571
9,120,1|2|4|5|6|7|8|9|10,3,0.6119402985074627
9,120,1|2|4|5|6|7|8|9|10,4,0.7796610169491526
9,121,1|2|3|4|5|7|8|9|10,0,0.3389830508474576
9,121,1|2|3|4|5|7|8|9|10,1,0.12359550561797761
9,121,1|2|3|4|5|7|8|9|10,2,0.5094339622641508
9,121,1|2|3|4|5|7|8|9|10,3,-0.02877697841726623
9,121,1|2|3|4|5|7|8|9|10,4,0.4247787610619469
9,122,1|2|3|5|6|7|8|9|10,0,0.5047619047619047
9,122,1|2|3|5|6|7|8|9|10,1,0.1937984496124031
9,122,1|2|3|5|6|7|8|9|10,2,0.26415094339622636
9,122,1|2|3|5|6|7|8|9|10,3,0.4135338345864661
9,122,1|2|3|5|6|7|8|9|10,4,0.24637681159420288
9,123,0|1|2|5|6|7|8|9|10,0,0.1925465838509317
9,123,0|1|2|5|6|7|8|9|10,1,0.15384615384615385
9,123,0|1|2|5|6|7|8|9|10,2,0.1333333333333333
9,123,0|1|2|5|6|7|8|9|10,3,0.1925465838509317
9,123,0|1|2|5|6|7|8|9|10,4,0.14049586776859513
9,124,1|2|4|5|6|7|8|9|10,0,0.7833333333333333
9,124,1|2|4|5|6|7|8|9|10,1,0.5094339622641508
9,124,1|2|4|5|6|7|8|9|10,2,0.2571428571428571
9,124,1|2|4|5|6|7|8|9|10,3,0.6119402985074627
9,124,1|2|4|5|6|7|8|9|10,4,0.7796610169491526
9,125,0|1|2|3|5|6|7|9|10,0,0.46153846153846156
9,125,0|1|2|3|5|6|7|9|10,1,0.39534883720930225
9,125,0|1|2|3|5|6|7|9|10,2,0.3076923076923077
9,125,0|1|2|3|5|6|7|9|10,3,-0.10852713178294571
9,125,0|1|2|3|5|6|7|9|10,4,0.3246753246753247
9,126,1|2|3|4|5|6|7|8|10,0,0.4247787610619469
9,126,1|2|3|4|5|6|7|8|10,1,0.6090225563909775
9,126,1|2|3|4|5|6|7|8|10,2,0.7194244604316546
9,126,1|2|3|4|5|6|7|8|10,3,0.6107784431137725
9,126,1|2|3|4|5|6|7|8|10,4,0.6388888888888888
9,127,0|1|2|3|5|6|7|8|10,0,0.1875
9,127,0|1|2|3|5|6|7|8|10,1,0.18285714285714272
9,127,0|1|2|3|5|6|7|8|10,2,0.22619047619047616
9,127,0|1|2|3|5|6|7|8|10,3,0.025000000000000022
9,127,0|1|2|3|5|6|7|8|10,4,0.35403726708074534
9,128,0|1|3|4|5|6|8|9|10,0,0.1719745222929936
9,128,0|1|3|4|5|6|8|9|10,1,0.2827586206896552
9,128,0|1|3|4|5|6|8|9|10,2,0.3846153846153846
9,128,0|1|3|4|5|6|8|9|10,3,0.36969696969696964
9,128,0|1|3|4|5|6|8|9|10,4,0.6848484848484848
9,129,0|2|3|4|5|6|7|8|10,0,0.10344827586206895
9,129,0|2|3|4|5|6|7|8|10,1,0.515527950310559
9,129,0|2|3|4|5|6|7|8|10,2,0.5411764705882353
9,129,0|2|3|4|5|6|7|8|10,3,0.03105590062111807
9,129,0|2|3|4|5|6|7|8|10,4,0.6153846153846154
9,130,0|1|2|3|4|7|8|9|10,0,0.013793103448275779
9,130,0|1|2|3|4|7|8|9|10,1,-0.13422818791946312
9,130,0|1|2|3|4|7|8|9|10,2,0.5411764705882353
9,130,0|1|2|3|4|7|8|9|10,3,-0.09638554216867457
9,130,0|1|2|3|4|7|8|9|10,4,0.46153846153846156
9,131,1|2|3|4|5|6|7|9|10,0,0.7547169811320754
9,131,1|2|3|4|5|6|7|9|10,1,0.7515923566878981
9,131,1|2|3|4|5|6|7|9|10,2,0.9171974522292994
9,131,1|2|3|4|5|6|7|9|10,3,0.7692307692307692
9,131,1|2|3|4|5|6|7|9|10,4,0.7417218543046358
9,132,1|2|3|4|6|7|8|9|10,0,0.3689320388349515
9,132,1|2|3|4|6|7|8|9|10,1,0.45378151260504196
9,132,1|2|3|4|6|7|8|9|10,2,0.6119402985074627
9,132,1|2|3|4|6|7|8|9|10,3,0.41290322580645167
9,132,1|2|3|4|6|7|8|9|10,4,0.6413793103448275
9,133,1|3|4|5|6|7|8|9|10,0,0.3434343434343434
9,133,1|3|4|5|6|7|8|9|10,1,0.17721518987341767
9,133,1|3|4|5|6|7|8|9|10,2,0.4157303370786517
9,133,1|3|4|5|6|7|8|9|10,3,0.3434343434343434
9,133,1|3|4|5|6|7|8|9|10,4,0.7796610169491526
9,134,0|1|3|5|6|7|8|9|10,0,0.006369426751592355
9,134,0|1|3|5|6|7|8|9|10,1,-0.019607843137254832
9,134,0|1|3|5|6|7|8|9|10,2,0.2909090909090909
9,134,0|1|3|5|6|7|8|9|10,3,0.05454545454545445
9,134,0|1|3|5|6|7|8|9|10,4,0.35460992907801425
9,135,0|1|2|3|4|6|8|9|10,0,0.28220858895705536
9,135,0|1|2|3|4|6|8|9|10,1,0.21212121212121204
9,135,0|1|2|3|4|6|8|9|10,2,0.2909090909090909
9,135,0|1|2|3|4|6|8|9|10,3,0.22388059701492546
9,135,0|1|2|3|4|6|8|9|10,4,0.6770186335403727
9,136,0|1|2|3|4|5|6|7|8,0,0.23076923076923073
9,136,0|1|2|3|4|5|6|7|8,1,0.44171779141104295
9,136,0|1|2|3|4|5|6|7|8,2,0.41290322580645167
9,136,0|1|2|3|4|5|6|7|8,3,0.0
9,136,0|1|2|3|4|5|6|7|8,4,0.33757961783439494
9,137,0|1|2|3|5|7|8|9|10,0,-0.01298701298701288
9,137,0|1|2|3|5|7|8|9|10,1,-0.11920529801324498
9,137,0|1|2|3|5|7|8|9|10,2,0.28220858895705525
9,137,0|1|2|3|5|7|8|9|10,3,-0.18181818181818166
9,137,0|1|2|3|5|7|8|9|10,4,0.38926174496644295
9,138,0|1|2|3|5|6|7|8|9,0,0.07692307692307687
9,138,0|1|2|3|5|6|7|8|9,1,0.2099447513812155
9,138,0|1|2|3|5|6|7|8|9,2,0.2168674698795181
9,138,0|1|2|3|5|6|7|8|9,3,0.2251655629139072
9,138,0|1|2|3|5|6|7|8|9,4,0.23529411764705876
9,139,0|1|3|4|6|7|8|9|10,0,0.36585365853658547
9,139,0|1|3|4|6|7|8|9|10,1,0.42038216560509556
9,139,0|1|3|4|6|7|8|9|10,2,0.36969696969696964
9,139,0|1|3|4|6|7|8|9|10,3,0.34636871508379896
9,139,0|1|3|4|6|7|8|9|10,4,0.6012269938650306
9,140,0|1|2|3|4|5|7|8|10,0,0.45833333333333337
9,140,0|1|2|3|4|5|7|8|10,1,-0.04597701149425304
9,140,0|1|2|3|4|5|7|8|10,2,0.4678362573099415
9,140,0|1|2|3|4|5|7|8|10,3,-0.2297297297297296
9,140,0|1|2|3|4|5|7|8|10,4,0.5465116279069767
9,141,1|3|4|5|6|7|8|9|10,0,0.3434343434343434
9,141,1|3|4|5|6|7|8|9|10,1,0.17721518987341767
9,141,1|3|4|5|6|7|8|9|10,2,0.4157303370786517
9,141,1|3|4|5|6|7|8|9|10,3,0.3434343434343434
9,141,1|3|4|5|6|7|8|9|10,4,0.7796610169491526
9,142,0|2|3|4|5|6|7|8|9,0,0.16374269005847952
9,142,0|2|3|4|5|6|7|8|9,1,0.29940119760479045
9,142,0|2|3|4|5|6|7|8|9,2,0.6153846153846154
9,142,0|2|3|4|5|6|7|8|9,3,0.12751677852348986
9,142,0|2|3|4|5|6|7|8|9,4,0.46153846153846156
9,143,0|1|2|3|4|6|7|9|10,0,0.5617977528089888
9,143,0|1|2|3|4|6|7|9|10,1,0.4678362573099415
9,143,0|1|2|3|4|6|7|9|10,2,0.6687898089171975
9,143,0|1|2|3|4|6|7|9|10,3,0.20869565217391306
9,143,0|1|2|3|4|6|7|9|10,4,0.5357142857142857
9,144,0|1|2|3|5|6|7|9|10,0,0.46153846153846156
9,144,0|1|2|3|5|6|7|9|10,1,0.39534883720930225
9,144,0|1|2|3|5|6|7|9|10,2,0.3076923076923077
9,144,0|1|2|3|5|6|7|9|10,3,-0.10852713178294571
9,144,0|1|2|3|5|6|7|9|10,4,0.3246753246753247
9,145,1|2|3|4|5|6|7|9|10,0,0.7547169811320754
9,145,1|2|3|4|5|6|7|9|10,1,0.7515923566878981
9,145,1|2|3|4|5|6|7|9|10,2,0.9171974522292994
9,145,1|2|3|4|5|6|7|9|10,3,0.7692307692307692
9,145,1|2|3|4|5|6|7|9|10,4,0.7417218543046358
9,146,0|1|2|3|4|6|7|8|10,0,0.07692307692307687
9,146,0|1|2|3|4|6|7|8|10,1,0.3846153846153846
9,146,0|1|2|3|4|6|7|8|10,2,0.606060606060606
9,146,0|1|2|3|4|6|7|8|10,3,0.0
9,146,0|1|2|3|4|6|7|8|10,4,0.6012269938650306
9,147,1|2|3|4|5|6|7|8|9,0,0.36585365853658547
9,147,1|2|3|4|5|6|7|8|9,1,0.49350649350649356
9,147,1|2|3|4|5|6|7|8|9,2,0.6829268292682927
9,147,1|2|3|4|5|6|7|8|9,3,0.6923076923076923
9,147,1|2|3|4|5|6|7|8|9,4,0.5272727272727272
9,148,0|1|2|4|5|6|7|8|9,0,0.37349397590361455
9,148,0|1|2|4|5|6|7|8|9,1,0.5357142857142857
9,148,0|1|2|4|5|6|7|8|9,2,0.2909090909090909
9,148,0|1|2|4|5|6|7|8|9,3,0.6770186335403727
9,148,0|1|2|4|5|6|7|8|9,4,0.46153846153846156
9,149,0|2|3|4|5|6|8|9|10,0,0.17021276595744683
9,149,0|2|3|4|5|6|8|9|10,1,0.28220858895705536
9,149,0|2|3|4|5|6|8|9|10,2,0.5465116279069767
9,149,0|2|3|4|5|6|8|9|10,3,0.21212121212121204
9,149,0|2|3|4|5|6|8|9|10,4,0.7692307692307692
9,150,0|1|2|4|5|6|7|8|10,0,0.6107784431137725
9,150,0|1|2|4|5|6|7|8|10,1,0.6107784431137725
9,150,0|1|2|4|5|6|7|8|10,2,0.23076923076923073
9,150,0|1|2|4|5|6|7|8|10,3,0.6770186335403727
9,150,0|1|2|4|5|6|7|8|10,4,0.675
9,151,0|1|2|4|5|6|7|8|10,0,0.6107784431137725
9,151,0|1|2|4|5|6|7|8|10,1,0.6107784431137725
9,151,0|1|2|4|5|6|7|8|10,2,0.23076923076923073
9,151,0|1|2|4|5|6|7|8|10,3,0.6770186335403727
9,151,0|1|2|4|5|6|7|8|10,4,0.675
9,152,0|2|3|4|5|6|7|8|9,0,0.16374269005847952
9,152,0|2|3|4|5|6|7|8|9,1,0.29940119760479045
9,152,0|2|3|4|5|6|7|8|9,2,0.6153846153846154
9,152,0|2|3|4|5|6|7|8|9,3,0.12751677852348986
9,152,0|2|3|4|5|6|7|8|9,4,0.46153846153846156
9,153,1|2|3|4|5|6|7|9|10,0,0.7547169811320754
9,153,1|2|3|4|5|6|7|9|10,1,0.7515923566878981
9,153,1|2|3|4|5|6|7|9|10,2,0.9171974522292994
9,153,1|2|3|4|5|6|7|9|10,3,0.7692307692307692
9,153,1|2|3|4|5|6|7|9|10,4,0.7417218543046358
9,154,1|3|4|5|6|7|8|9|10,0,0.3434343434343434
9,154,1|3|4|5|6|7|8|9|10,1,0.17721518987341767
9,154,1|3|4|5|6|7|8|9|10,2,0.4157303370786517
9,154,1|3|4|5|6|7|8|9|10,3,0.3434343434343434
9,154,1|3|4|5|6|7|8|9|10,4,0.7796610169491526
9,155,0|1|2|3|4|6|8|9|10,0,0.28220858895705536
9,155,0|1|2|3|4|6|8|9|10,1,0.21212121212121204
9,155,0|1|2|3|4|6|8|9|10,2,0.2909090909090909
9,155,0|1|2|3|4|6|8|9|10,3,0.22388059701492546
9,155,0|1|2|3|4|6|8|9|10,4,0.6770186335403727
9,156,0|1|2|4|5|6|7|8|10,0,0.6107784431137725
9,156,0|1|2|4|5|6|7|8|10,1,0.6107784431137725
9,156,0|1|2|4|5|6|7|8|10,2,0.23076923076923073
9,156,0|1|2|4|5|6|7|8|10,3,0.6770186335403727
9,156,0|1|2|4|5|6|7|8|10,4,0.675
9,157,0|1|2|3|4|5|7|8|10,0,0.45833333333333337
9,157,0|1|2|3|4|5|7|8|10,1,-0.04597701149425304
9,157,0|1|2|3|4|5|7|8|10,2,0.4678362573099415
9,157,0|1|2|3|4|5|7|8|10,3,-0.2297297297297296
9,157,0|1|2|3|4|5|7|8|10,4,0.5465116279069767
9,158,0|1|2|3|4|5|6|7|10,0,0.3076923076923077
9,158,0|1|2|3|4|5|6|7|10,1,0.7664670658682635
9,158,0|1|2|3|4|5|6|7|10,2,0.6770186335403727
9,158,0|1|2|3|4|5|6|7|10,3,-0.1142857142857141
9,158,0|1|2|3|4|5|6|7|10,4,0.6848484848484848
9,159,0|1|2|3|4|5|7|8|9,0,0.23076923076923073
9,159,0|1|2|3|4|5|7|8|9,1,0.16374269005847952
9,159,0|1|2|3|4|5|7|8|9,2,0.4276729559748428
9,159,0|1|2|3|4|5|7|8|9,3,-0.29139072847682135
9,159,0|1|2|3|4|5|7|8|9,4,0.17341040462427737
9,160,1|2|3|4|5|6|8|9|10,0,0.654867256637168
9,160,1|2|3|4|5|6|8|9|10,1,0.3553719008264463
9,160,1|2|3|4|5|6|8|9|10,2,0.7234042553191489
9,160,1|2|3|4|5|6|8|9|10,3,0.7607361963190185
9,160,1|2|3|4|5|6|8|9|10,4,0.8311688311688312
9,161,1|2|3|4|5|6|8|9|10,0,0.654867256637168
9,161,1|2|3|4|5|6|8|9|10,1,0.3553719008264463
9,161,1|2|3|4|5|6|8|9|10,2,0.7234042553191489
9,161,1|2|3|4|5|6|8|9|10,3,0.7607361963190185
9,161,1|2|3|4|5|6|8|9|10,4,0.8311688311688312
9,162,0|1|2|4|5|6|8|9|10,0,0.5272727272727272
9,162,0|1|2|4|5|6|8|9|10,1,0.3846153846153846
9,162,0|1|2|4|5|6|8|9|10,2,0.07692307692307687
9,162,0|1|2|4|5|6|8|9|10,3,0.6107784431137725
9,162,0|1|2|4|5|6|8|9|10,4,0.5301204819277109
9,163,0|1|2|4|6|7|8|9|10,0,0.1558441558441559
9,163,0|1|2|4|6|7|8|9|10,1,0.45508982035928147
9,163,0|1|2|4|6|7|8|9|10,2,0.21212121212121204
9,163,0|1|2|4|6|7|8|9|10,3,0.3988439306358381
9,163,0|1|2|4|6|7|8|9|10,4,0.6770186335403727
9,164,0|1|2|3|4|5|6|7|8,0,0.23076923076923073
9,164,0|1|2|3|4|5|6|7|8,1,0.44171779141104295
9,164,0|1|2|3|4|5|6|7|8,2,0.41290322580645167
9,164,0|1|2|3|4|5|6|7|8,3,0.0
9,164,0|1|2|3|4|5|6|7|8,4,0.33757961783439494
9,165,0|1|3|5|6|7|8|9|10,0,0.006369426751592355
9,165,0|1|3|5|6|7|8|9|10,1,-0.019607843137254832
9,165,0|1|3|5|6|7|8|9|10,2,0.2909090909090909
9,165,0|1|3|5|6|7|8|9|10,3,0.05454545454545445
9,165,0|1|3|5|6|7|8|9|10,4,0.35460992907801425
9,166,0|1|3|4|5|6|8|9|10,0,0.1719745222929936
9,166,0|1|3|4|5|6|8|9|10,1,0.2827586206896552
9,166,0|1|3|4|5|6|8|9|10,2,0.3846153846153846
9,166,0|1|3|4|5|6|8|9|10,3,0.36969696969696964
9,166,0|1|3|4|5|6|8|9|10,4,0.6848484848484848
9,167,0|1|3|4|6|7|8|9|10,0,0.36585365853658547
9,167,0|1|3|4|6|7|8|9|10,1,0.42038216560509556
9,167,0|1|3|4|6|7|8|9|10,2,0.36969696969696964
9,167,0|1|3|4|6|7|8|9|10,3,0.34636871508379896
9,167,0|1|3|4|6|7|8|9|10,4,0.6012269938650306
9,168,0|2|4|5|6|7|8|9|10,0,0.3973509933774835
9,168,0|2|4|5|6|7|8|9|10,1,0.3246753246753247
9,168,0|2|4|5|6|7|8|9|10,2,0.1925465838509317
9,168,0|2|4|5|6|7|8|9|10,3,0.12269938650306744
9,168,0|2|4|5|6|7|8|9|10,4,0.7194244604316546
9,169,0|2|3|4|5|7|8|9|10,0,0.4347826086956522
9,169,0|2|3|4|5|7|8|9|10,1,0.05109489051094884
9,169,0|2|3|4|5|7|8|9|10,2,0.19753086419753074
9,169,0|2|3|4|5|7|8|9|10,3,-0.11428571428571432
9,169,0|2|3|4|5|7|8|9|10,4,0.6012269938650306
9,170,0|1|2|3|4|5|7|8|10,0,0.45833333333333337
9,170,0|1|2|3|4|5|7|8|10,1,-0.04597701149425304
9,170,0|1|2|3|4|5|7|8|10,2,0.4678362573099415
9,170,0|1|2|3|4|5|7|8|10,3,-0.2297297297297296
9,170,0|1|2|3|4|5|7|8|10,4,0.5465116279069767
9,171,0|2|3|4|6|7|8|9|10,0,0.22388059701492546
9,171,0|2|3|4|6|7|8|9|10,1,0.42038216560509556
9,171,0|2|3|4|6|7|8|9|10,2,0.2909090909090909
9,171,0|2|3|4|6|7|8|9|10,3,-0.011976047904191489
9,171,0|2|3|4|6|7|8|9|10,4,0.6153846153846154
9,172,0|1|2|3|4|6|7|9|10,0,0.5617977528089888
9,172,0|1|2|3|4|6|7|9|10,1,0.4678362573099415
9,172,0|1|2|3|4|6|7|9|10,2,0.6687898089171975
9,172,0|1|2|3|4|6|7|9|10,3,0.20869565217391306
9,172,0|1|2|3|4|6|7|9|10,4,0.5357142857142857
9,173,0|1|3|4|5|6|8|9|10,0,0.1719745222929936
9,173,0|1|3|4|5|6|8|9|10,1,0.2827586206896552
9,173,0|1|3|4|5|6|8|9|10,2,0.3846153846153846
9,173,0|1|3|4|5|6|8|9|10,3,0.36969696969696964
9,173,0|1|3|4|5|6|8|9|10,4,0.6848484848484848
9,174,0|2|3|4|5|6|7|8|9,0,0.16374269005847952
9,174,0|2|3|4|5|6|7|8|9,1,0.29940119760479045
9,174,0|2|3|4|5|6|7|8|9,2,0.6153846153846154
9,174,0|2|3|4|5|6|7|8|9,3,0.12751677852348986
9,174,0|2|3|4|5|6|7|8|9,4,0.46153846153846156
9,175,0|2|3|4|5|6|8|9|10,0,0.17021276595744683
9,175,0|2|3|4|5|6|8|9|10,1,0.28220858895705536
9,175,0|2|3|4|5|6|8|9|10,2,0.5465116279069767
9,175,0|2|3|4|5|6|8|9|10,3,0.21212121212121204
9,175,0|2|3|4|5|6|8|9|10,4,0.7692307692307692
9,176,0|2|3|4|6|7|8|9|10,0,0.22388059701492546
9,176,0|2|3|4|6|7|8|9|10,1,0.42038216560509556
9,176,0|2|3|4|6|7|8|9|10,2,0.2909090909090909
9,176,0|2|3|4|6|7|8|9|10,3,-0.011976047904191489
9,176,0|2|3|4|6|7|8|9|10,4,0.6153846153846154
9,177,0|1|2|4|5|7|8|9|10,0,0.6413793103448275
9,177,0|1|2|4|5|7|8|9|10,1,0.3973509933774835
9,177,0|1|2|4|5|7|8|9|10,2,0.1925465838509317
9,177,0|1|2|4|5|7|8|9|10,3,0.05454545454545445
9,177,0|1|2|4|5|7|8|9|10,4,0.2777777777777778
9,178,0|1|3|4|5|6|7|8|9,0,0.0714285714285714
9,178,0|1|3|4|5|6|7|8|9,1,0.45508982035928147
9,178,0|1|3|4|5|6|7|8|9,2,0.5384615384615384
9,178,0|1|3|4|5|6|7|8|9,3,0.44171779141104295
9,178,0|1|3|4|5|6|7|8|9,4,0.23529411764705876
9,179,0|1|2|4|5|6|7|8|9,0,0.37349397590361455
9,179,0|1|2|4|5|6|7|8|9,1,0.5357142857142857
9,179,0|1|2|4|5|6|7|8|9,2,0.2909090909090909
9,179,0|1|2|4|5|6|7|8|9,3,0.6770186335403727
9,179,0|1|2|4|5|6|7|8|9,4,0.46153846153846156
9,180,0|1|2|3|4|5|7|8|10,0,0.45833333333333337
9,180,0|1|2|3|4|5|7|8|10,1,-0.04597701149425304
9,180,0|1|2|3|4|5|7|8|10,2,0.4678362573099415
9,180,0|1|2|3|4|5|7|8|10,3,-0.2297297297297296
9,180,0|1|2|3|4|5|7|8|10,4,0.5465116279069767
9,181,0|2|3|4|5|6|7|8|9,0,0.16374269005847952
9,181,0|2|3|4|5|6|7|8|9,1,0.29940119760479045
9,181,0|2|3|4|5|6|7|8|9,2,0.6153846153846154
9,181,0|2|3|4|5|6|7|8|9,3,0.12751677852348986
9,181,0|2|3|4|5|6|7|8|9,4,0.46153846153846156
9,182,0|1|2|5|6|7|8|9|10,0,0.1925465838509317
9,182,0|1|2|5|6|7|8|9|10,1,0.15384615384615385
9,182,0|1|2|5|6|7|8|9|10,2,0.1333333333333333
9,182,0|1|2|5|6|7|8|9|10,3,0.1925465838509317
9,182,0|1|2|5|6|7|8|9|10,4,0.14049586776859513
