# of predictors,i,predictors,fold,balanced_accuracy
5,300,1|3|5|7|9,0,0.6375
5,300,1|3|5|7|9,1,0.6839396019217571
5,300,1|3|5|7|9,2,0.7281746031746031
5,300,1|3|5|7|9,3,0.6493421052631578
5,300,1|3|5|7|9,4,0.7479166666666667
5,301,2|4|5|6|10,0,0.5642857142857143
5,301,2|4|5|6|10,1,0.5947712418300654
5,301,2|4|5|6|10,2,0.7767379679144386
5,301,2|4|5|6|10,3,0.6710963455149501
5,301,2|4|5|6|10,4,0.7333333333333334
6,0,2|3|4|5|6|7,0,0.6775
6,0,2|3|4|5|6|7,1,0.7914230019493177
6,0,2|3|4|5|6|7,2,0.8214285714285714
6,0,2|3|4|5|6|7,3,0.6647173489278753
6,0,2|3|4|5|6|7,4,0.7841555977229602
6,1,1|3|4|5|7|9,0,0.6875
6,1,1|3|4|5|7|9,1,0.7743271221532091
6,1,1|3|4|5|7|9,2,0.7831439393939394
6,1,1|3|4|5|7|9,3,0.7182163187855788
6,1,1|3|4|5|7|9,4,0.7543859649122806
6,2,2|3|6|7|9|10,0,0.8169336384439359
6,2,2|3|6|7|9|10,1,0.719785575048733
6,2,2|3|6|7|9|10,2,0.7124999999999999
6,2,2|3|6|7|9|10,3,0.6902277039848197
6,2,2|3|6|7|9|10,4,0.8393234672304439
6,3,0|2|4|5|6|8,0,0.6327220077220077
6,3,0|2|4|5|6|8,1,0.6306042884990253
6,3,0|2|4|5|6|8,2,0.7398648648648649
6,3,0|2|4|5|6|8,3,0.605
6,3,0|2|4|5|6|8,4,0.6826375711574952
6,4,1|3|5|6|7|9,0,0.6832358674463938
6,4,1|3|5|6|7|9,1,0.6374521072796935
6,4,1|3|5|6|7|9,2,0.7333333333333334
6,4,1|3|5|6|7|9,3,0.7063567362428842
6,4,1|3|5|6|7|9,4,0.7896341463414633
6,5,0|2|5|7|8|9,0,0.6217948717948718
6,5,0|2|5|7|8|9,1,0.6647173489278753
6,5,0|2|5|7|8|9,2,0.678030303030303
6,5,0|2|5|7|8|9,3,0.603219696969697
6,5,0|2|5|7|8|9,4,0.7519493177387915
6,6,0|2|6|7|8|10,0,0.5983086680761099
6,6,0|2|6|7|8|10,1,0.6408045977011494
6,6,0|2|6|7|8|10,2,0.7164750957854407
6,6,0|2|6|7|8|10,3,0.6748084291187739
6,6,0|2|6|7|8|10,4,0.8325
6,7,0|3|4|5|7|9,0,0.5919540229885057
6,7,0|3|4|5|7|9,1,0.64
6,7,0|3|4|5|7|9,2,0.6413255360623782
6,7,0|3|4|5|7|9,3,0.6008771929824561
6,7,0|3|4|5|7|9,4,0.7679924242424243
6,8,0|1|2|4|5|9,0,0.6285714285714286
6,8,0|1|2|4|5|9,1,0.6727799227799228
6,8,0|1|2|4|5|9,2,0.6569200779727096
6,8,0|1|2|4|5|9,3,0.5634249471458774
6,8,0|1|2|4|5|9,4,0.6328273244781784
6,9,2|3|4|7|8|9,0,0.6587009803921569
6,9,2|3|4|7|8|9,1,0.6680761099365751
6,9,2|3|4|7|8|9,2,0.7452380952380953
6,9,2|3|4|7|8|9,3,0.7088068181818181
6,9,2|3|4|7|8|9,4,0.7059386973180077
6,10,0|3|4|6|7|10,0,0.6375
6,10,0|3|4|6|7|10,1,0.7256335282651072
6,10,0|3|4|6|7|10,2,0.5915559772296015
6,10,0|3|4|6|7|10,3,0.6299171842650104
6,10,0|3|4|6|7|10,4,0.7428571428571429
6,11,1|2|3|4|9|10,0,0.7015366430260047
6,11,1|2|3|4|9|10,1,0.7584566596194503
6,11,1|2|3|4|9|10,2,0.7836257309941521
6,11,1|2|3|4|9|10,3,0.7051282051282051
6,11,1|2|3|4|9|10,4,0.7760617760617761
6,12,2|3|4|5|6|10,0,0.6094080338266386
6,12,2|3|4|5|6|10,1,0.7130021141649048
6,12,2|3|4|5|6|10,2,0.8548850574712643
6,12,2|3|4|5|6|10,3,0.6754385964912281
6,12,2|3|4|5|6|10,4,0.7717181467181468
6,13,1|3|4|5|8|9,0,0.611522198731501
6,13,1|3|4|5|8|9,1,0.6916475972540046
6,13,1|3|4|5|8|9,2,0.7681992337164751
6,13,1|3|4|5|8|9,3,0.7234848484848485
6,13,1|3|4|5|8|9,4,0.7268339768339769
6,14,0|4|7|8|9|10,0,0.5654761904761905
6,14,0|4|7|8|9|10,1,0.6944444444444444
6,14,0|4|7|8|9|10,2,0.6418918918918919
6,14,0|4|7|8|9|10,3,0.6503795066413662
6,14,0|4|7|8|9|10,4,0.8079710144927537
6,15,0|2|3|4|5|7,0,0.6636100386100386
6,15,0|2|3|4|5|7,1,0.7442084942084942
6,15,0|2|3|4|5|7,2,0.7667682926829269
6,15,0|2|3|4|5|7,3,0.5216701902748414
6,15,0|2|3|4|5|7,4,0.7393822393822393
6,16,1|2|3|6|7|9,0,0.734472049689441
6,16,1|2|3|6|7|9,1,0.7107007575757576
6,16,1|2|3|6|7|9,2,0.7694497153700189
6,16,1|2|3|6|7|9,3,0.6987179487179487
6,16,1|2|3|6|7|9,4,0.7939189189189189
6,17,1|2|3|6|7|10,0,0.7055555555555555
6,17,1|2|3|6|7|10,1,0.6904761904761905
6,17,1|2|3|6|7|10,2,0.8206627680311891
6,17,1|2|3|6|7|10,3,0.6987179487179487
6,17,1|2|3|6|7|10,4,0.8300000000000001
6,18,0|3|5|6|7|8,0,0.5883204633204633
6,18,0|3|5|6|7|8,1,0.6058429118773947
6,18,0|3|5|6|7|8,2,0.7261904761904763
6,18,0|3|5|6|7|8,3,0.6408045977011494
6,18,0|3|5|6|7|8,4,0.75
6,19,1|3|4|5|6|9,0,0.6593567251461989
6,19,1|3|4|5|6|9,1,0.7849999999999999
6,19,1|3|4|5|6|9,2,0.7840909090909092
6,19,1|3|4|5|6|9,3,0.7417153996101364
6,19,1|3|4|5|6|9,4,0.7854406130268199
6,20,1|4|5|6|8|9,0,0.7275
6,20,1|4|5|6|8|9,1,0.7251585623678647
6,20,1|4|5|6|8|9,2,0.6867760617760618
6,20,1|4|5|6|8|9,3,0.7694497153700189
6,20,1|4|5|6|8|9,4,0.7896341463414633
6,21,0|1|2|4|6|7,0,0.5775862068965517
6,21,0|1|2|4|6|7,1,0.6666666666666666
6,21,0|1|2|4|6|7,2,0.7250000000000001
6,21,0|1|2|4|6|7,3,0.6247044917257684
6,21,0|1|2|4|6|7,4,0.7785714285714285
6,22,1|4|5|7|9|10,0,0.6159420289855072
6,22,1|4|5|7|9|10,1,0.6590389016018307
6,22,1|4|5|7|9|10,2,0.63
6,22,1|4|5|7|9|10,3,0.6470306513409961
6,22,1|4|5|7|9|10,4,0.8274231678486997
6,23,0|1|4|6|7|9,0,0.7238095238095238
6,23,0|1|4|6|7|9,1,0.6908143939393939
6,23,0|1|4|6|7|9,2,0.6452702702702703
6,23,0|1|4|6|7|9,3,0.6475155279503106
6,23,0|1|4|6|7|9,4,0.7404761904761905
6,24,0|1|2|3|6|9,0,0.6274131274131274
6,24,0|1|2|3|6|9,1,0.6637931034482758
6,24,0|1|2|3|6|9,2,0.627895752895753
6,24,0|1|2|3|6|9,3,0.6102941176470589
6,24,0|1|2|3|6|9,4,0.7265325670498084
6,25,1|4|6|7|8|10,0,0.7179633867276888
6,25,1|4|6|7|8|10,1,0.6680761099365751
6,25,1|4|6|7|8|10,2,0.7063008130081301
6,25,1|4|6|7|8|10,3,0.6593927893738141
6,25,1|4|6|7|8|10,4,0.8833333333333333
6,26,0|2|3|5|6|7,0,0.6309523809523809
6,26,0|2|3|5|6|7,1,0.6826375711574952
6,26,0|2|3|5|6|7,2,0.7564102564102564
6,26,0|2|3|5|6|7,3,0.6226215644820295
6,26,0|2|3|5|6|7,4,0.7239089184060721
6,27,1|3|5|6|7|9,0,0.6832358674463938
6,27,1|3|5|6|7|9,1,0.6374521072796935
6,27,1|3|5|6|7|9,2,0.7333333333333334
6,27,1|3|5|6|7|9,3,0.7063567362428842
6,27,1|3|5|6|7|9,4,0.7896341463414633
6,28,1|3|4|6|8|9,0,0.6742424242424242
6,28,1|3|4|6|8|9,1,0.7393292682926829
6,28,1|3|4|6|8|9,2,0.7164750957854407
6,28,1|3|4|6|8|9,3,0.6848659003831418
6,28,1|3|4|6|8|9,4,0.8165708812260537
6,29,5|6|7|8|9|10,0,0.6201298701298701
6,29,5|6|7|8|9|10,1,0.6527777777777778
6,29,5|6|7|8|9|10,2,0.6833333333333333
6,29,5|6|7|8|9|10,3,0.4820295983086681
6,29,5|6|7|8|9|10,4,0.7019230769230769
6,30,1|2|3|4|5|8,0,0.6834415584415584
6,30,1|2|3|4|5|8,1,0.7811839323467231
6,30,1|2|3|4|5|8,2,0.7528409090909092
6,30,1|2|3|4|5|8,3,0.7138030888030888
6,30,1|2|3|4|5|8,4,0.7864583333333333
6,31,2|5|6|7|9|10,0,0.5962732919254659
6,31,2|5|6|7|9|10,1,0.6000000000000001
6,31,2|5|6|7|9|10,2,0.7027439024390244
6,31,2|5|6|7|9|10,3,0.7337164750957854
6,31,2|5|6|7|9|10,4,0.8560049019607843
6,32,1|2|4|6|7|8,0,0.7207792207792207
6,32,1|2|4|6|7|8,1,0.7268339768339769
6,32,1|2|4|6|7|8,2,0.7813092979127134
6,32,1|2|4|6|7|8,3,0.7265325670498084
6,32,1|2|4|6|7|8,4,0.8117760617760618
6,33,2|3|5|7|8|9,0,0.7166666666666666
6,33,2|3|5|7|8|9,1,0.6537267080745341
6,33,2|3|5|7|8|9,2,0.7224903474903475
6,33,2|3|5|7|8|9,3,0.6901544401544402
6,33,2|3|5|7|8|9,4,0.77
6,34,2|3|5|6|7|9,0,0.69
6,34,2|3|5|6|7|9,1,0.6441570881226054
6,34,2|3|5|6|7|9,2,0.7651802656546489
6,34,2|3|5|6|7|9,3,0.7182163187855788
6,34,2|3|5|6|7|9,4,0.7628205128205128
6,35,3|4|5|7|8|10,0,0.5709219858156028
6,35,3|4|5|7|8|10,1,0.77
6,35,3|4|5|7|8|10,2,0.7225
6,35,3|4|5|7|8|10,3,0.6652046783625731
6,35,3|4|5|7|8|10,4,0.8398520084566596
6,36,0|1|6|7|8|10,0,0.6158536585365854
6,36,0|1|6|7|8|10,1,0.6269157088122606
6,36,0|1|6|7|8|10,2,0.6906370656370657
6,36,0|1|6|7|8|10,3,0.6408045977011494
6,36,0|1|6|7|8|10,4,0.8038302277432712
6,37,2|5|6|8|9|10,0,0.5694444444444444
6,37,2|5|6|8|9|10,1,0.579004329004329
6,37,2|5|6|8|9|10,2,0.6493506493506493
6,37,2|5|6|8|9|10,3,0.6622807017543859
6,37,2|5|6|8|9|10,4,0.7547281323877069
6,38,0|1|4|5|7|9,0,0.6593927893738141
6,38,0|1|4|5|7|9,1,0.638401559454191
6,38,0|1|4|5|7|9,2,0.6722972972972974
6,38,0|1|4|5|7|9,3,0.5721247563352826
6,38,0|1|4|5|7|9,4,0.7126436781609196
6,39,0|4|7|8|9|10,0,0.5654761904761905
6,39,0|4|7|8|9|10,1,0.6944444444444444
6,39,0|4|7|8|9|10,2,0.6418918918918919
6,39,0|4|7|8|9|10,3,0.6503795066413662
6,39,0|4|7|8|9|10,4,0.8079710144927537
6,40,2|3|5|6|8|9,0,0.724630021141649
6,40,2|3|5|6|8|9,1,0.6275
6,40,2|3|5|6|8|9,2,0.7268339768339769
6,40,2|3|5|6|8|9,3,0.693655303030303
6,40,2|3|5|6|8|9,4,0.7807017543859649
6,41,2|6|7|8|9|10,0,0.7003676470588236
6,41,2|6|7|8|9|10,1,0.6803861788617886
6,41,2|6|7|8|9|10,2,0.731060606060606
6,41,2|6|7|8|9|10,3,0.6754385964912281
6,41,2|6|7|8|9|10,4,0.8284313725490196
6,42,3|4|6|8|9|10,0,0.6121323529411764
6,42,3|4|6|8|9|10,1,0.7121749408983451
6,42,3|4|6|8|9|10,2,0.6438923395445135
6,42,3|4|6|8|9|10,3,0.5844402277039848
6,42,3|4|6|8|9|10,4,0.865424430641822
6,43,0|2|3|4|5|6,0,0.6857142857142857
6,43,0|2|3|4|5|6,1,0.6761904761904762
6,43,0|2|3|4|5|6,2,0.7494918699186992
6,43,0|2|3|4|5|6,3,0.5177304964539007
6,43,0|2|3|4|5|6,4,0.717948717948718
6,44,1|3|4|6|8|10,0,0.5502364066193853
6,44,1|3|4|6|8|10,1,0.7175324675324675
6,44,1|3|4|6|8|10,2,0.68
6,44,1|3|4|6|8|10,3,0.7576628352490422
6,44,1|3|4|6|8|10,4,0.8717948717948718
6,45,2|5|6|7|8|9,0,0.744824016563147
6,45,2|5|6|7|8|9,1,0.6794871794871795
6,45,2|5|6|7|8|9,2,0.6778752436647173
6,45,2|5|6|7|8|9,3,0.7071150097465887
6,45,2|5|6|7|8|9,4,0.7786796536796536
6,46,0|1|2|4|7|10,0,0.49034552845528456
6,46,0|1|2|4|7|10,1,0.6327220077220077
6,46,0|1|2|4|7|10,2,0.6608159392789374
6,46,0|1|2|4|7|10,3,0.5739957716701902
6,46,0|1|2|4|7|10,4,0.75
6,47,0|5|6|7|8|9,0,0.578544061302682
6,47,0|5|6|7|8|9,1,0.6370656370656371
6,47,0|5|6|7|8|9,2,0.5980113636363636
6,47,0|5|6|7|8|9,3,0.5047438330170778
6,47,0|5|6|7|8|9,4,0.6346544715447155
6,48,0|2|3|4|7|10,0,0.6649048625792813
6,48,0|2|3|4|7|10,1,0.6666666666666667
6,48,0|2|3|4|7|10,2,0.6833333333333333
6,48,0|2|3|4|7|10,3,0.56553911205074
6,48,0|2|3|4|7|10,4,0.8006628787878788
6,49,2|4|6|8|9|10,0,0.7781862745098038
6,49,2|4|6|8|9|10,1,0.6555555555555556
6,49,2|4|6|8|9|10,2,0.7168737060041408
6,49,2|4|6|8|9|10,3,0.6005692599620494
6,49,2|4|6|8|9|10,4,0.9080338266384778
6,50,1|3|5|6|7|8,0,0.7027439024390244
6,50,1|3|5|6|7|8,1,0.6564327485380117
6,50,1|3|5|6|7|8,2,0.7303639846743295
6,50,1|3|5|6|7|8,3,0.7395833333333333
6,50,1|3|5|6|7|8,4,0.745
6,51,2|3|5|7|8|10,0,0.6415441176470589
6,51,2|3|5|7|8|10,1,0.6416666666666666
6,51,2|3|5|7|8|10,2,0.7063008130081301
6,51,2|3|5|7|8|10,3,0.7036679536679536
6,51,2|3|5|7|8|10,4,0.8287526427061311
6,52,0|2|4|5|7|9,0,0.6609195402298851
6,52,0|2|4|5|7|9,1,0.5672514619883041
6,52,0|2|4|5|7|9,2,0.7124756335282652
6,52,0|2|4|5|7|9,3,0.5536062378167641
6,52,0|2|4|5|7|9,4,0.6593927893738141
6,53,0|3|4|5|9|10,0,0.6858974358974359
6,53,0|3|4|5|9|10,1,0.6888888888888889
6,53,0|3|4|5|9|10,2,0.7069128787878788
6,53,0|3|4|5|9|10,3,0.6593567251461989
6,53,0|3|4|5|9|10,4,0.8170498084291188
6,54,0|4|6|8|9|10,0,0.6516563146997929
6,54,0|4|6|8|9|10,1,0.7468287526427061
6,54,0|4|6|8|9|10,2,0.6414092664092663
6,54,0|4|6|8|9|10,3,0.5428571428571429
6,54,0|4|6|8|9|10,4,0.87
6,55,0|1|5|6|7|10,0,0.6
6,55,0|1|5|6|7|10,1,0.6642857142857144
6,55,0|1|5|6|7|10,2,0.6124288425047438
6,55,0|1|5|6|7|10,3,0.6539961013645224
6,55,0|1|5|6|7|10,4,0.7582815734989647
6,56,4|5|6|7|8|10,0,0.6937229437229437
6,56,4|5|6|7|8|10,1,0.7677304964539007
6,56,4|5|6|7|8|10,2,0.7428861788617886
6,56,4|5|6|7|8|10,3,0.6346153846153846
6,56,4|5|6|7|8|10,4,0.7523640661938534
6,57,0|4|7|8|9|10,0,0.5654761904761905
6,57,0|4|7|8|9|10,1,0.6944444444444444
6,57,0|4|7|8|9|10,2,0.6418918918918919
6,57,0|4|7|8|9|10,3,0.6503795066413662
6,57,0|4|7|8|9|10,4,0.8079710144927537
6,58,0|1|2|4|5|6,0,0.7069128787878788
6,58,0|1|2|4|5|6,1,0.5681818181818181
6,58,0|1|2|4|5|6,2,0.7175
6,58,0|1|2|4|5|6,3,0.6353427895981087
6,58,0|1|2|4|5|6,4,0.6503831417624522
6,59,0|1|2|3|4|9,0,0.6794871794871795
6,59,0|1|2|3|4|9,1,0.7261904761904763
6,59,0|1|2|3|4|9,2,0.6474358974358975
6,59,0|1|2|3|4|9,3,0.5998774509803921
6,59,0|1|2|3|4|9,4,0.7115384615384615
6,60,2|3|5|7|8|9,0,0.7166666666666666
6,60,2|3|5|7|8|9,1,0.6537267080745341
6,60,2|3|5|7|8|9,2,0.7224903474903475
6,60,2|3|5|7|8|9,3,0.6901544401544402
6,60,2|3|5|7|8|9,4,0.77
6,61,0|1|2|6|7|10,0,0.5576923076923077
6,61,0|1|2|6|7|10,1,0.6413662239089184
6,61,0|1|2|6|7|10,2,0.6619318181818181
6,61,0|1|2|6|7|10,3,0.7013742071881606
6,61,0|1|2|6|7|10,4,0.7387914230019492
6,62,0|2|4|7|8|10,0,0.6361111111111111
6,62,0|2|4|7|8|10,1,0.6257763975155279
6,62,0|2|4|7|8|10,2,0.7063567362428842
6,62,0|2|4|7|8|10,3,0.6580459770114943
6,62,0|2|4|7|8|10,4,0.8566602316602316
6,63,0|2|3|5|6|9,0,0.6071428571428572
6,63,0|2|3|5|6|9,1,0.6751893939393939
6,63,0|2|3|5|6|9,2,0.6949806949806949
6,63,0|2|3|5|6|9,3,0.7135306553911205
6,63,0|2|3|5|6|9,4,0.7267552182163188
6,64,3|4|5|6|7|10,0,0.7111801242236024
6,64,3|4|5|6|7|10,1,0.7207792207792207
6,64,3|4|5|6|7|10,2,0.8122586872586872
6,64,3|4|5|6|7|10,3,0.7528409090909092
6,64,3|4|5|6|7|10,4,0.8317805383022774
6,65,0|1|2|3|5|6,0,0.631404174573055
6,65,0|1|2|3|5|6,1,0.638095238095238
6,65,0|1|2|3|5|6,2,0.7564102564102564
6,65,0|1|2|3|5|6,3,0.5704656862745098
6,65,0|1|2|3|5|6,4,0.7036679536679536
6,66,0|3|5|6|7|9,0,0.6242884250474383
6,66,0|3|5|6|7|9,1,0.5977229601518026
6,66,0|3|5|6|7|9,2,0.664272030651341
6,66,0|3|5|6|7|9,3,0.6432748538011696
6,66,0|3|5|6|7|9,4,0.7614942528735633
6,67,1|5|6|7|9|10,0,0.585
6,67,1|5|6|7|9|10,1,0.6325
6,67,1|5|6|7|9|10,2,0.6537267080745341
6,67,1|5|6|7|9|10,3,0.6781609195402298
6,67,1|5|6|7|9|10,4,0.9
6,68,0|1|2|5|6|8,0,0.6920498084291188
6,68,0|1|2|5|6|8,1,0.5520833333333333
6,68,0|1|2|5|6|8,2,0.6928571428571428
6,68,0|1|2|5|6|8,3,0.6229674796747967
6,68,0|1|2|5|6|8,4,0.6609848484848485
6,69,1|2|3|4|8|10,0,0.6266666666666667
6,69,1|2|3|4|8|10,1,0.7138888888888889
6,69,1|2|3|4|8|10,2,0.6346153846153846
6,69,1|2|3|4|8|10,3,0.6414092664092663
6,69,1|2|3|4|8|10,4,0.7480842911877394
6,70,0|2|3|5|7|9,0,0.6143822393822393
6,70,0|2|3|5|7|9,1,0.6619047619047619
6,70,0|2|3|5|7|9,2,0.6814671814671815
6,70,0|2|3|5|7|9,3,0.5
6,70,0|2|3|5|7|9,4,0.7225378787878788
6,71,0|1|5|6|7|9,0,0.6178977272727273
6,71,0|1|5|6|7|9,1,0.5724431818181819
6,71,0|1|5|6|7|9,2,0.6261904761904762
6,71,0|1|5|6|7|9,3,0.5087719298245614
6,71,0|1|5|6|7|9,4,0.7948717948717949
6,72,3|5|6|7|9|10,0,0.7370600414078674
6,72,3|5|6|7|9|10,1,0.7168737060041408
6,72,3|5|6|7|9|10,2,0.7723577235772358
6,72,3|5|6|7|9|10,3,0.6604406130268199
6,72,3|5|6|7|9|10,4,0.8185579196217494
6,73,0|3|6|8|9|10,0,0.6559196617336152
6,73,0|3|6|8|9|10,1,0.7
6,73,0|3|6|8|9|10,2,0.685672514619883
6,73,0|3|6|8|9|10,3,0.5124521072796935
6,73,0|3|6|8|9|10,4,0.8525641025641026
6,74,1|6|7|8|9|10,0,0.6081235697940504
6,74,1|6|7|8|9|10,1,0.6803861788617886
6,74,1|6|7|8|9|10,2,0.6916666666666667
6,74,1|6|7|8|9|10,3,0.638401559454191
6,74,1|6|7|8|9|10,4,0.8133333333333334
6,75,0|1|4|5|8|10,0,0.7525
6,75,0|1|4|5|8|10,1,0.6694444444444445
6,75,0|1|4|5|8|10,2,0.7047619047619047
6,75,0|1|4|5|8|10,3,0.6925287356321839
6,75,0|1|4|5|8|10,4,0.7782651072124755
6,76,0|1|2|3|5|9,0,0.5469348659003832
6,76,0|1|2|3|5|9,1,0.709203036053131
6,76,0|1|2|3|5|9,2,0.627895752895753
6,76,0|1|2|3|5|9,3,0.6834415584415584
6,76,0|1|2|3|5|9,4,0.680952380952381
6,77,0|1|3|5|6|8,0,0.6369731800766283
6,77,0|1|3|5|6|8,1,0.5928571428571429
6,77,0|1|3|5|6|8,2,0.6619047619047619
6,77,0|1|3|5|6|8,3,0.5726626016260162
6,77,0|1|3|5|6|8,4,0.7395833333333333
6,78,0|1|4|6|7|10,0,0.5779727095516569
6,78,0|1|4|6|7|10,1,0.6647509578544062
6,78,0|1|4|6|7|10,2,0.6472537878787878
6,78,0|1|4|6|7|10,3,0.6040372670807453
6,78,0|1|4|6|7|10,4,0.7680311890838207
6,79,0|1|6|8|9|10,0,0.6158536585365854
6,79,0|1|6|8|9|10,1,0.648635477582846
6,79,0|1|6|8|9|10,2,0.7051282051282052
6,79,0|1|6|8|9|10,3,0.6408045977011494
6,79,0|1|6|8|9|10,4,0.7246376811594203
6,80,1|3|4|7|8|10,0,0.6798469387755102
6,80,1|3|4|7|8|10,1,0.6435926773455378
6,80,1|3|4|7|8|10,2,0.76
6,80,1|3|4|7|8|10,3,0.6756628787878788
6,80,1|3|4|7|8|10,4,0.8592479674796748
6,81,0|2|3|5|8|10,0,0.6226215644820295
6,81,0|2|3|5|8|10,1,0.6061076604554865
6,81,0|2|3|5|8|10,2,0.7380952380952381
6,81,0|2|3|5|8|10,3,0.6153474903474904
6,81,0|2|3|5|8|10,4,0.780952380952381
6,82,0|1|3|5|6|9,0,0.6136363636363636
6,82,0|1|3|5|6|9,1,0.6283143939393939
6,82,0|1|3|5|6|9,2,0.671455938697318
6,82,0|1|3|5|6|9,3,0.5872093023255813
6,82,0|1|3|5|6|9,4,0.7381628787878788
6,83,2|3|4|5|8|10,0,0.6537990196078431
6,83,2|3|4|5|8|10,1,0.7525510204081632
6,83,2|3|4|5|8|10,2,0.7692307692307692
6,83,2|3|4|5|8|10,3,0.6950757575757576
6,83,2|3|4|5|8|10,4,0.8679337231968811
6,84,3|4|5|6|7|9,0,0.6987179487179487
6,84,3|4|5|6|7|9,1,0.671239837398374
6,84,3|4|5|6|7|9,2,0.7836174242424243
6,84,3|4|5|6|7|9,3,0.6463068181818181
6,84,3|4|5|6|7|9,4,0.8012820512820513
6,85,1|2|3|6|7|9,0,0.734472049689441
6,85,1|2|3|6|7|9,1,0.7107007575757576
6,85,1|2|3|6|7|9,2,0.7694497153700189
6,85,1|2|3|6|7|9,3,0.6987179487179487
6,85,1|2|3|6|7|9,4,0.7939189189189189
6,86,0|1|2|4|7|8,0,0.559959349593496
6,86,0|1|2|4|7|8,1,0.6748084291187739
6,86,0|1|2|4|7|8,2,0.6592664092664093
6,86,0|1|2|4|7|8,3,0.589430894308943
6,86,0|1|2|4|7|8,4,0.8164136622390892
6,87,0|2|4|6|7|9,0,0.7311776061776062
6,87,0|2|4|6|7|9,1,0.5980113636363636
6,87,0|2|4|6|7|9,2,0.7256335282651072
6,87,0|2|4|6|7|9,3,0.5900621118012422
6,87,0|2|4|6|7|9,4,0.7859848484848485
6,88,0|1|2|6|7|9,0,0.5948275862068966
6,88,0|1|2|6|7|9,1,0.653957528957529
6,88,0|1|2|6|7|9,2,0.6781609195402298
6,88,0|1|2|6|7|9,3,0.7124735729386893
6,88,0|1|2|6|7|9,4,0.7238095238095238
6,89,0|1|4|5|7|9,0,0.6593927893738141
6,89,0|1|4|5|7|9,1,0.638401559454191
6,89,0|1|4|5|7|9,2,0.6722972972972974
6,89,0|1|4|5|7|9,3,0.5721247563352826
6,89,0|1|4|5|7|9,4,0.7126436781609196
6,90,1|2|3|6|8|9,0,0.7083333333333333
6,90,1|2|3|6|8|9,1,0.585727969348659
6,90,1|2|3|6|8|9,2,0.6684362934362934
6,90,1|2|3|6|8|9,3,0.6993243243243243
6,90,1|2|3|6|8|9,4,0.7993295019157088
6,91,3|4|5|6|8|10,0,0.5944444444444444
6,91,3|4|5|6|8|10,1,0.7849264705882353
6,91,3|4|5|6|8|10,2,0.865
6,91,3|4|5|6|8|10,3,0.6370967741935484
6,91,3|4|5|6|8|10,4,0.8434959349593496
6,92,0|4|6|7|8|9,0,0.641025641025641
6,92,0|4|6|7|8|9,1,0.6939571150097466
6,92,0|4|6|7|8|9,2,0.6503795066413662
6,92,0|4|6|7|8|9,3,0.611904761904762
6,92,0|4|6|7|8|9,4,0.7538610038610039
6,93,0|1|2|4|5|8,0,0.6963937621832359
6,93,0|1|2|4|5|8,1,0.7051282051282052
6,93,0|1|2|4|5|8,2,0.7355212355212355
6,93,0|1|2|4|5|8,3,0.6473577235772358
6,93,0|1|2|4|5|8,4,0.730952380952381
6,94,2|4|5|6|8|9,0,0.7525879917184265
6,94,2|4|5|6|8|9,1,0.6675475687103594
6,94,2|4|5|6|8|9,2,0.771551724137931
6,94,2|4|5|6|8|9,3,0.7239089184060721
6,94,2|4|5|6|8|9,4,0.7884615384615384
6,95,0|3|4|6|7|10,0,0.6375
6,95,0|3|4|6|7|10,1,0.7256335282651072
6,95,0|3|4|6|7|10,2,0.5915559772296015
6,95,0|3|4|6|7|10,3,0.6299171842650104
6,95,0|3|4|6|7|10,4,0.7428571428571429
6,96,1|5|6|7|8|9,0,0.685
6,96,1|5|6|7|8|9,1,0.6794871794871795
6,96,1|5|6|7|8|9,2,0.6730769230769231
6,96,1|5|6|7|8|9,3,0.6359649122807017
6,96,1|5|6|7|8|9,4,0.7534324942791761
6,97,0|1|4|7|8|9,0,0.7075
6,97,0|1|4|7|8|9,1,0.6666666666666667
6,97,0|1|4|7|8|9,2,0.6959203036053131
6,97,0|1|4|7|8|9,3,0.5742337164750958
6,97,0|1|4|7|8|9,4,0.7370689655172413
6,98,1|2|3|8|9|10,0,0.6799999999999999
6,98,1|2|3|8|9|10,1,0.6569767441860466
6,98,1|2|3|8|9|10,2,0.8044397463002114
6,98,1|2|3|8|9|10,3,0.7239583333333333
6,98,1|2|3|8|9|10,4,0.8678861788617886
6,99,0|3|5|6|8|10,0,0.67
6,99,0|3|5|6|8|10,1,0.6122967479674797
6,99,0|3|5|6|8|10,2,0.7887931034482758
6,99,0|3|5|6|8|10,3,0.5162835249042146
6,99,0|3|5|6|8|10,4,0.8021442495126705
6,100,1|3|4|8|9|10,0,0.7002551020408163
6,100,1|3|4|8|9|10,1,0.7107843137254902
6,100,1|3|4|8|9|10,2,0.7525879917184265
6,100,1|3|4|8|9|10,3,0.6595643939393939
6,100,1|3|4|8|9|10,4,0.8434959349593496
6,101,1|3|4|6|9|10,0,0.7083333333333333
6,101,1|3|4|6|9|10,1,0.718944099378882
6,101,1|3|4|6|9|10,2,0.7435897435897436
6,101,1|3|4|6|9|10,3,0.6890838206627681
6,101,1|3|4|6|9|10,4,0.8975
6,102,0|1|2|3|4|5,0,0.6230842911877394
6,102,0|1|2|3|4|5,1,0.6503831417624522
6,102,0|1|2|3|4|5,2,0.7007113821138211
6,102,0|1|2|3|4|5,3,0.4215686274509804
6,102,0|1|2|3|4|5,4,0.6475
